Capture IP Address Packets

03:26:30.950798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 745664:745820, ack 361, win 4063, length 156
03:26:31.218220 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1397704:1397860, ack 721, win 4063, length 156
03:26:31.218245 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1397860:1398016, ack 721, win 4063, length 156
03:26:31.218272 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398016:1398172, ack 721, win 4063, length 156
03:26:31.218301 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398172:1398328, ack 721, win 4063, length 156
03:26:31.218330 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398328:1398484, ack 721, win 4063, length 156
03:26:31.218356 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398484:1398640, ack 721, win 4063, length 156
03:26:31.218381 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398640:1398796, ack 721, win 4063, length 156
03:26:31.218407 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398796:1398952, ack 721, win 4063, length 156
03:26:31.218432 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1398952:1399108, ack 721, win 4063, length 156
03:26:31.218458 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1399108:1399264, ack 721, win 4063, length 156
03:26:31.220576 IP 34.139.62.198.58856 > 159.203.58.6.22: Flags [.], ack 68, win 501, options [nop,nop,TS val 2998451320 ecr 3790928480], length 0
03:26:31.221308 IP 34.139.62.198.58856 > 159.203.58.6.22: Flags [P.], seq 1:53, ack 68, win 501, options [nop,nop,TS val 2998451321 ecr 3790928480], length 52
03:26:31.221308 IP 34.139.62.198.58856 > 159.203.58.6.22: Flags [F.], seq 53, ack 68, win 501, options [nop,nop,TS val 2998451321 ecr 3790928480], length 0
03:26:31.221314 IP 159.203.58.6.22 > 34.139.62.198.58856: Flags [.], ack 53, win 507, options [nop,nop,TS val 3790928656 ecr 2998451321], length 0
03:26:31.222540 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1363904, win 2064, length 0
03:26:31.222540 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1366608, win 2064, length 0
03:26:31.222540 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1371124, win 2064, length 0
03:26:31.222564 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1399264:1399608, ack 721, win 4063, length 344
03:26:31.222819 IP 159.203.58.6.22 > 34.139.62.198.58856: Flags [F.], seq 68, ack 54, win 507, options [nop,nop,TS val 3790928657 ecr 2998451321], length 0
03:26:31.223140 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1399608:1400692, ack 721, win 4063, length 1084
03:26:31.223180 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1400692:1400848, ack 721, win 4063, length 156
03:26:31.223209 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1400848:1401004, ack 721, win 4063, length 156
03:26:31.223236 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401004:1401160, ack 721, win 4063, length 156
03:26:31.223263 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401160:1401316, ack 721, win 4063, length 156
03:26:31.223295 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401316:1401472, ack 721, win 4063, length 156
03:26:31.223321 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401472:1401628, ack 721, win 4063, length 156
03:26:31.223347 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401628:1401784, ack 721, win 4063, length 156
03:26:31.223372 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401784:1401940, ack 721, win 4063, length 156
03:26:31.223400 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1401940:1402096, ack 721, win 4063, length 156
03:26:31.223425 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1402096:1402252, ack 721, win 4063, length 156
03:26:31.223452 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1402252:1402408, ack 721, win 4063, length 156
03:26:31.223477 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1402408:1402564, ack 721, win 4063, length 156
03:26:31.223509 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1402564:1402720, ack 721, win 4063, length 156
03:26:31.223522 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1378456, win 2064, length 0
03:26:31.223569 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1402720:1402980, ack 721, win 4063, length 260
03:26:31.223601 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1402980:1403136, ack 721, win 4063, length 156
03:26:31.223636 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1403136:1403292, ack 721, win 4063, length 156
03:26:31.223672 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1403292:1403448, ack 721, win 4063, length 156
03:26:31.223706 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1403448:1403604, ack 721, win 4063, length 156
03:26:31.223738 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1403604:1403760, ack 721, win 4063, length 156
03:26:31.223765 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1403760:1403916, ack 721, win 4063, length 156
03:26:31.223792 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1403916:1404072, ack 721, win 4063, length 156
03:26:31.223820 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1404072:1404228, ack 721, win 4063, length 156
03:26:31.223845 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1404228:1404384, ack 721, win 4063, length 156
03:26:31.223873 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1404384:1404540, ack 721, win 4063, length 156
03:26:31.223902 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1404540:1404696, ack 721, win 4063, length 156
03:26:31.223930 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1404696:1404852, ack 721, win 4063, length 156
03:26:31.223956 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1404852:1405008, ack 721, win 4063, length 156
03:26:31.223981 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405008:1405164, ack 721, win 4063, length 156
03:26:31.224007 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405164:1405320, ack 721, win 4063, length 156
03:26:31.224031 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405320:1405476, ack 721, win 4063, length 156
03:26:31.224058 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405476:1405632, ack 721, win 4063, length 156
03:26:31.224084 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405632:1405788, ack 721, win 4063, length 156
03:26:31.224114 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405788:1405944, ack 721, win 4063, length 156
03:26:31.224145 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1405944:1406100, ack 721, win 4063, length 156
03:26:31.224176 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1406100:1406256, ack 721, win 4063, length 156
03:26:31.224216 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1406256:1406412, ack 721, win 4063, length 156
03:26:31.224244 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1406412:1406568, ack 721, win 4063, length 156
03:26:31.224269 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1406568:1406724, ack 721, win 4063, length 156
03:26:31.224295 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1406724:1406880, ack 721, win 4063, length 156
03:26:31.224321 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1406880:1407036, ack 721, win 4063, length 156
03:26:31.224366 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1407036:1407192, ack 721, win 4063, length 156
03:26:31.224392 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1381056, win 2064, length 0
03:26:31.224392 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1383084, win 2064, length 0
03:26:31.224412 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1407192:1407348, ack 721, win 4063, length 156
03:26:31.224452 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1407348:1407712, ack 721, win 4063, length 364
03:26:31.224478 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1407712:1407868, ack 721, win 4063, length 156
03:26:31.224503 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1407868:1408024, ack 721, win 4063, length 156
03:26:31.224527 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408024:1408180, ack 721, win 4063, length 156
03:26:31.224559 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408180:1408336, ack 721, win 4063, length 156
03:26:31.224586 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408336:1408492, ack 721, win 4063, length 156
03:26:31.224611 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408492:1408648, ack 721, win 4063, length 156
03:26:31.224637 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408648:1408804, ack 721, win 4063, length 156
03:26:31.224681 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408804:1408960, ack 721, win 4063, length 156
03:26:31.224713 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1408960:1409116, ack 721, win 4063, length 156
03:26:31.224739 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1409116:1409272, ack 721, win 4063, length 156
03:26:31.224771 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1409272:1409428, ack 721, win 4063, length 156
03:26:31.224798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1409428:1409584, ack 721, win 4063, length 156
03:26:31.224823 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1409584:1409740, ack 721, win 4063, length 156
03:26:31.224849 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1409740:1409896, ack 721, win 4063, length 156
03:26:31.224873 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1409896:1410052, ack 721, win 4063, length 156
03:26:31.224902 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410052:1410208, ack 721, win 4063, length 156
03:26:31.224950 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410208:1410364, ack 721, win 4063, length 156
03:26:31.224975 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410364:1410520, ack 721, win 4063, length 156
03:26:31.225000 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410520:1410676, ack 721, win 4063, length 156
03:26:31.225025 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410676:1410832, ack 721, win 4063, length 156
03:26:31.225050 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410832:1410988, ack 721, win 4063, length 156
03:26:31.225076 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1410988:1411144, ack 721, win 4063, length 156
03:26:31.225100 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1411144:1411300, ack 721, win 4063, length 156
03:26:31.225132 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1411300:1411456, ack 721, win 4063, length 156
03:26:31.225160 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1411456:1411612, ack 721, win 4063, length 156
03:26:31.225185 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1411612:1411768, ack 721, win 4063, length 156
03:26:31.225211 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1411768:1411924, ack 721, win 4063, length 156
03:26:31.225236 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1411924:1412080, ack 721, win 4063, length 156
03:26:31.225262 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1412080:1412236, ack 721, win 4063, length 156
03:26:31.225287 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1412236:1412392, ack 721, win 4063, length 156
03:26:31.225314 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1412392:1412548, ack 721, win 4063, length 156
03:26:31.225356 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1412548:1412704, ack 721, win 4063, length 156
03:26:31.225388 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1412704:1412860, ack 721, win 4063, length 156
03:26:31.225415 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1412860:1413016, ack 721, win 4063, length 156
03:26:31.225440 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413016:1413172, ack 721, win 4063, length 156
03:26:31.225477 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413172:1413328, ack 721, win 4063, length 156
03:26:31.225503 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413328:1413484, ack 721, win 4063, length 156
03:26:31.225530 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413484:1413640, ack 721, win 4063, length 156
03:26:31.225559 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413640:1413796, ack 721, win 4063, length 156
03:26:31.225586 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413796:1413952, ack 721, win 4063, length 156
03:26:31.225611 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1413952:1414108, ack 721, win 4063, length 156
03:26:31.225638 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1414108:1414264, ack 721, win 4063, length 156
03:26:31.225664 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1414264:1414420, ack 721, win 4063, length 156
03:26:31.225689 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1414420:1414576, ack 721, win 4063, length 156
03:26:31.225714 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1414576:1414732, ack 721, win 4063, length 156
03:26:31.225739 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1414732:1414888, ack 721, win 4063, length 156
03:26:31.225772 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1414888:1415044, ack 721, win 4063, length 156
03:26:31.225797 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415044:1415200, ack 721, win 4063, length 156
03:26:31.225824 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415200:1415356, ack 721, win 4063, length 156
03:26:31.225849 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415356:1415512, ack 721, win 4063, length 156
03:26:31.225875 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415512:1415668, ack 721, win 4063, length 156
03:26:31.225902 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415668:1415824, ack 721, win 4063, length 156
03:26:31.225927 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415824:1415980, ack 721, win 4063, length 156
03:26:31.225960 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1415980:1416136, ack 721, win 4063, length 156
03:26:31.225986 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1416136:1416292, ack 721, win 4063, length 156
03:26:31.226013 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1416292:1416448, ack 721, win 4063, length 156
03:26:31.226040 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1416448:1416604, ack 721, win 4063, length 156
03:26:31.226064 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1416604:1416760, ack 721, win 4063, length 156
03:26:31.226089 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1416760:1416916, ack 721, win 4063, length 156
03:26:31.226118 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1416916:1417072, ack 721, win 4063, length 156
03:26:31.226147 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1417072:1417228, ack 721, win 4063, length 156
03:26:31.226176 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1417228:1417384, ack 721, win 4063, length 156
03:26:31.226201 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1417384:1417540, ack 721, win 4063, length 156
03:26:31.226227 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1417540:1417696, ack 721, win 4063, length 156
03:26:31.226251 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1417696:1417852, ack 721, win 4063, length 156
03:26:31.226277 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1417852:1418008, ack 721, win 4063, length 156
03:26:31.226305 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418008:1418164, ack 721, win 4063, length 156
03:26:31.226332 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418164:1418320, ack 721, win 4063, length 156
03:26:31.226362 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418320:1418476, ack 721, win 4063, length 156
03:26:31.226389 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418476:1418632, ack 721, win 4063, length 156
03:26:31.226414 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418632:1418788, ack 721, win 4063, length 156
03:26:31.226440 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418788:1418944, ack 721, win 4063, length 156
03:26:31.226467 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1418944:1419100, ack 721, win 4063, length 156
03:26:31.226492 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1419100:1419256, ack 721, win 4063, length 156
03:26:31.226519 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1419256:1419412, ack 721, win 4063, length 156
03:26:31.226550 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1419412:1419568, ack 721, win 4063, length 156
03:26:31.226577 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1419568:1419724, ack 721, win 4063, length 156
03:26:31.226602 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1419724:1419880, ack 721, win 4063, length 156
03:26:31.226628 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1419880:1420036, ack 721, win 4063, length 156
03:26:31.226654 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420036:1420192, ack 721, win 4063, length 156
03:26:31.226679 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420192:1420348, ack 721, win 4063, length 156
03:26:31.226704 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420348:1420504, ack 721, win 4063, length 156
03:26:31.226730 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420504:1420660, ack 721, win 4063, length 156
03:26:31.226761 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420660:1420816, ack 721, win 4063, length 156
03:26:31.226789 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420816:1420972, ack 721, win 4063, length 156
03:26:31.226813 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1420972:1421128, ack 721, win 4063, length 156
03:26:31.226839 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1421128:1421284, ack 721, win 4063, length 156
03:26:31.226864 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1421284:1421440, ack 721, win 4063, length 156
03:26:31.226890 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1421440:1421596, ack 721, win 4063, length 156
03:26:31.226915 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1421596:1421752, ack 721, win 4063, length 156
03:26:31.226944 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1421752:1421908, ack 721, win 4063, length 156
03:26:31.226973 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1421908:1422064, ack 721, win 4063, length 156
03:26:31.226999 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1422064:1422220, ack 721, win 4063, length 156
03:26:31.227026 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1422220:1422376, ack 721, win 4063, length 156
03:26:31.227051 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1422376:1422532, ack 721, win 4063, length 156
03:26:31.227077 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1422532:1422688, ack 721, win 4063, length 156
03:26:31.227101 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1422688:1422844, ack 721, win 4063, length 156
03:26:31.227133 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1422844:1423000, ack 721, win 4063, length 156
03:26:31.227161 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1423000:1423156, ack 721, win 4063, length 156
03:26:31.227187 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1423156:1423312, ack 721, win 4063, length 156
03:26:31.227213 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1423312:1423468, ack 721, win 4063, length 156
03:26:31.227238 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1423468:1423624, ack 721, win 4063, length 156
